Power Units_Bus Number,MW_7044,MVAr_7044,MW_7210,MVAr_7210,MW_7263,MVAr_7263,MW_7297,MVAr_7297,MW_7555,MVAr_7555,MW_7573,MVAr_7573,MW_7780,MVAr_7780,MW_7921,MVAr_7921,MW_11005,MVAr_11005,MW_891100,MVAr_891100,MW_893502,MVAr_893502
2024-05-31 09:00:00,5.03,1.65,3.16,1.04,4.57,1.50,2.99,0.98,3.10,0.56,4.03,-0.47,3.43,1.13,8.79,2.89,0.41,0.00,39.46,-17.11,38.89,0.00
2024-05-31 09:30:00,4.88,1.60,2.89,0.95,4.85,1.60,2.92,0.96,2.98,0.56,4.18,-0.47,3.34,1.10,9.37,3.08,0.41,0.00,39.74,-16.94,39.17,0.00
2024-05-31 10:00:00,4.82,1.58,2.94,0.97,4.90,1.61,2.80,0.92,3.00,0.56,4.22,-0.47,3.25,1.07,9.45,3.11,0.41,0.00,39.84,-16.90,39.26,0.00
2024-05-31 10:30:00,4.73,1.56,3.20,1.05,5.02,1.65,2.83,0.93,3.30,0.48,4.24,-0.47,3.44,1.13,9.71,3.19,0.41,0.00,40.91,-16.41,40.34,0.00
2024-05-31 11:00:00,4.66,1.53,3.10,1.02,5.13,1.69,2.69,0.88,3.32,0.47,4.24,-0.47,3.44,1.13,9.93,3.26,0.00,0.00,41.10,-16.46,40.51,0.00
2024-05-31 11:30:00,4.45,1.46,2.95,0.97,5.13,1.69,2.40,0.79,3.16,0.47,4.17,-0.45,3.22,1.06,9.96,3.27,0.00,0.00,40.00,-16.37,39.41,0.00
2024-05-31 12:00:00,4.60,1.51,2.99,0.98,5.22,1.72,2.42,0.80,3.35,0.45,4.25,-0.47,3.36,1.10,10.15,3.34,0.41,-0.25,40.89,-16.18,40.32,0.00
2024-05-31 12:30:00,4.67,1.54,3.20,1.05,5.32,1.75,2.57,0.85,3.38,0.52,4.33,-0.46,3.28,1.08,10.35,3.40,0.00,0.00,41.87,-16.18,41.26,0.00
2024-05-31 13:00:00,4.82,1.58,2.91,0.96,5.32,1.75,2.70,0.89,3.42,0.54,4.33,-0.46,3.50,1.15,10.35,3.40,0.41,0.00,42.31,-16.36,41.72,0.00
2024-05-31 13:30:00,5.04,1.66,2.89,0.95,5.34,1.75,2.62,0.86,3.38,0.50,4.44,-0.47,3.52,1.16,10.41,3.42,0.00,0.00,42.68,-16.30,42.06,0.00
2024-05-31 14:00:00,5.21,1.71,2.94,0.96,5.03,1.65,3.66,1.20,3.42,0.50,4.36,-0.39,3.48,1.14,9.86,3.24,0.00,0.00,42.46,-16.75,41.84,0.00
2024-05-31 14:30:00,4.76,1.56,2.85,0.94,4.91,1.61,3.59,1.18,3.37,0.49,4.27,-0.30,3.41,1.12,9.59,3.15,0.20,0.00,41.53,-16.74,40.92,0.00
2024-05-31 15:00:00,4.86,1.60,3.06,1.00,4.85,1.59,3.46,1.14,3.23,0.47,4.19,-0.33,3.27,1.07,9.48,3.12,0.00,0.00,40.81,-16.98,40.25,0.00
2024-05-31 15:30:00,4.92,1.62,2.87,0.94,4.85,1.60,3.40,1.12,3.37,0.47,4.16,-0.36,3.35,1.10,9.52,3.13,0.00,0.00,40.60,-17.23,39.99,0.00
2024-05-31 16:00:00,5.16,1.70,2.96,0.97,4.82,1.58,4.79,1.57,3.28,0.51,4.09,-0.39,3.35,1.10,9.44,3.10,0.00,0.00,40.96,-17.40,40.39,0.00
2024-05-31 16:30:00,5.28,1.74,3.04,1.00,4.69,1.54,3.42,1.12,3.54,0.51,4.23,-0.39,3.74,1.23,9.15,3.01,0.41,0.00,41.81,-17.97,41.20,0.00
2024-05-31 17:00:00,5.27,1.73,3.02,0.99,4.65,1.53,3.53,1.16,3.44,0.59,4.13,-0.39,3.55,1.17,9.08,2.98,0.41,0.00,41.58,-18.08,40.98,0.00
2024-05-31 17:30:00,5.65,1.86,3.90,1.28,4.58,1.51,3.72,1.22,3.62,0.54,4.25,-0.42,3.50,1.15,8.95,2.94,0.41,0.00,43.07,-17.47,42.46,0.00
2024-05-31 18:00:00,5.49,1.80,3.87,1.27,4.58,1.51,3.95,1.30,3.78,0.61,4.33,-0.48,3.53,1.16,8.96,2.94,0.41,0.00,43.10,-17.58,42.48,0.00
2024-05-31 18:30:00,5.82,1.91,3.36,1.10,4.55,1.50,4.11,1.35,4.00,0.61,4.56,-0.48,3.61,1.19,8.91,2.93,0.41,0.00,43.50,-17.58,42.88,0.00
2024-05-31 19:00:00,6.09,2.00,3.26,1.07,4.46,1.47,4.27,1.40,4.00,0.61,4.61,-0.49,3.61,1.19,8.72,2.87,0.41,0.00,43.50,-17.55,42.87,0.00
2024-05-31 19:30:00,6.11,2.01,3.26,1.07,4.38,1.44,4.34,1.43,3.95,0.61,4.58,-0.49,3.58,1.18,8.53,2.80,0.41,0.00,43.01,-17.70,42.39,0.00
2024-05-31 20:00:00,6.04,1.99,2.85,0.94,4.34,1.43,4.05,1.33,3.88,0.56,4.44,-0.49,3.54,1.16,8.45,2.78,0.41,0.00,41.96,-17.66,41.34,0.00
2024-05-31 20:30:00,5.74,1.89,2.76,0.91,4.17,1.37,3.81,1.25,3.60,0.56,4.23,-0.51,3.38,1.11,8.12,2.67,0.41,0.00,39.85,-18.30,39.26,0.00
2024-05-31 21:00:00,5.62,1.85,2.75,0.90,4.12,1.35,3.67,1.21,3.54,0.50,4.23,-0.51,3.24,1.07,7.97,2.62,0.41,-0.20,38.77,-18.78,38.21,0.00
2024-05-31 21:30:00,5.67,1.86,2.45,0.81,4.09,1.34,3.68,1.21,3.43,0.60,4.03,-0.41,3.29,1.08,7.83,2.57,0.41,0.00,38.05,-19.14,37.48,0.00
2024-05-31 22:00:00,5.75,1.89,3.14,1.03,3.86,1.27,3.62,1.19,3.24,0.67,3.87,-0.57,3.05,1.00,7.44,2.44,0.41,-0.20,37.78,-19.04,37.24,0.00
2024-05-31 22:30:00,5.35,1.76,2.84,0.93,3.80,1.25,3.42,1.12,3.11,0.65,3.76,-0.54,3.04,1.00,7.19,2.36,0.41,-0.19,35.99,-19.76,35.43,0.00
2024-05-31 23:00:00,5.04,1.66,2.10,0.69,3.46,1.14,3.18,1.05,2.85,0.68,3.54,-0.45,2.88,0.95,6.59,2.16,0.41,-0.19,33.23,-20.40,32.73,0.00
2024-05-31 23:30:00,4.75,1.56,1.93,0.63,3.25,1.07,2.95,0.97,2.63,0.68,3.30,-0.44,2.56,0.84,6.11,2.01,0.20,-0.19,30.82,-21.02,30.33,0.00
2024-06-01 00:00:00,4.67,1.54,1.77,0.58,3.10,1.02,2.83,0.93,2.45,0.68,3.08,-0.44,2.44,0.80,5.80,1.91,0.20,-0.19,29.12,-21.25,28.66,0.00
2024-06-01 00:30:00,4.36,1.43,1.67,0.55,2.99,0.98,2.75,0.90,2.30,0.68,3.01,-0.45,2.30,0.76,5.56,1.83,0.20,-0.19,27.81,-21.33,27.36,0.00
2024-06-01 01:00:00,4.28,1.40,1.88,0.62,2.92,0.96,2.73,0.90,2.13,0.68,2.93,-0.47,2.15,0.71,5.37,1.77,0.00,-0.19,26.79,-21.39,26.37,0.00
2024-06-01 01:30:00,4.31,1.42,2.07,0.68,2.88,0.94,2.79,0.92,2.13,0.68,3.18,-0.49,2.06,0.68,5.28,1.74,0.00,-0.19,27.13,-21.34,26.72,0.00
2024-06-01 02:00:00,4.09,1.35,2.02,0.66,2.81,0.92,2.72,0.89,2.02,0.68,3.13,-0.49,2.03,0.67,5.15,1.69,0.00,-0.19,26.20,-21.47,25.78,0.00
2024-06-01 02:30:00,3.91,1.29,1.97,0.65,2.79,0.92,2.67,0.88,1.97,0.68,3.06,-0.50,2.02,0.66,5.11,1.68,0.00,-0.19,25.65,-21.56,25.24,0.00
