NESO BMU ID,SETT UNIT ID,CRM UNIT CAT,BMRS FUEL TYPE,REG FUEL TYPE,REG TYPE,DGB FLG,GC OC2,,Updated: 20/05/2026
AG-ZEN03J,,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,Y,,
AG-ZEN7H,V_,Secondary BMU,OTHER,BATTERIES,BMU,Generation Unit,,,
AIGA-1,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
AIGA-2,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
AIRSW-1,E_AIRSW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
AKGLW-1,,Primary BMU,WIND,WIND,EELPS,Generation Unit,Y,,
AKGLW-2,T_AKGLW-2,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
AKGLW-3,T_AKGLW-3,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
ALCOA-1,,Primary BMU,OTHER,GAS,BMU,Generation Unit,Y,,
ANGLD-1,T_ANGLD-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
ANSUW-1,T_ANSUW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
ARBRB-1,,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
ARCHW-1,T_ARCHW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
ARNKB-1,,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,Y,,
ARNKB-2,,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,,,
ASHWW-1,E_ASHWW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
ASLVW-1,E_ASLVW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
BABAW-1,E_BABAW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
BAGTD-1,T_BAGTD-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
BARNB-1,E_BARNB-1,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,Y,,
BDCHW-1,T_BDCHW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
BEASC-1,T_BEASC-1,Primary BMU,OTHER,OTHER,BMU,Generation Unit,,,
BEATO-1,T_BEATO-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
BEATO-2,T_BEATO-2,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
BEATO-3,T_BEATO-3,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
BEATO-4,T_BEATO-4,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
BEINW-1,T_BEINW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
BENBW-1,T_BENBW-1,Primary BMU,WIND,WIND,BMU,Bi-Directional,Y,,
BENTB-1,E_BENTB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
BERKB-2,E_BERKB-2,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,,,
BETHW-1,E_BETHW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
BFSE02,2__BFSEN006,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
BFSE03,2__BFSEN006,Additional Supplier BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
BGLAW-1,,Primary BMU,WIND,WIND,EELPS,Generation Unit,Y,,
BHLAW-1,T_BHLAW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
BHOLB-1,,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,,,
BLARW-1,E_BLARW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
BLHLB-1,T_BLHLB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
BLHLB-2,T_BLHLB-2,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
BLHLB-3,T_BLHLB-3,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
BLHLB-4,,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
BLHLD-1,T_BLHLD-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
BLHLD-2,T_BLHLD-2,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
BLHLD-3,T_BLHLD-3,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
BLKPB-1,E_BLKPB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
BLKWW-1,T_BLKWW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
BLLA-1,T_BLLA-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
BLLA-2,T_BLLA-2,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
BLPFB-1,T_BLPFB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
BLPFS-1,T_BLPFS-1,Primary BMU,OTHER,SOLAR,BMU,Generation Unit,,,
BLWNB-1,T_BLWNB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
BLYDB-1,E_BLYDB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
BLYDB-2,E_BLYDB-2,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
BLYDD-1,E_BLYDD-1,Primary BMU,OTHER,BATTERIES,BMU,Demand Unit,,,
BNAKW-1,,Primary BMU,WIND,WIND,EELPS,Generation Unit,Y,,
BNCRG-1,V__GFORS002,Secondary BMU,OTHER,GAS,BMU,Generation Unit,,,
BNWKW-1,E_BNWKW-1,Primary BMU,WIND,WIND,EELPS,Generation Unit,Y,,
BOULW-1,,Primary BMU,WIND,WIND,EELPS,Generation Unit,Y,,
BOWLW-1,T_BOWLW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
BOYNW-1,,Primary BMU,WIND,WIND,EELPS,Generation Unit,Y,,
BPGRD-1,T_BPGRD-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
BPGRD-2,T_BPGRD-2,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
BRBEO-1,T_BRBEO-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
BRCHS-1,T_BRCHS-1,Primary BMU,OTHER,SOLAR,BMU,Generation Unit,Y,,
BRDUW-1,E_BRDUW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
BREDB-1,T_BREDB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
BRETB-2,E_BRETB-2,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,,,
BRGDG-1,2__MCNDL001,Primary BMU,OCGT,OCGT,BMU,Generation Unit,Y,,
BRIDU-1,E_BRIDGWTR,Primary BMU,OTHER,GAS,BMU,Generation Unit,Y,,
BRNLW-1,E_BRNLW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
BROAB-1,,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
BROCW-1,T_BROCW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
BROFB-1,E_BROFB-1,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,,,
BROUD-1,E_BROUD-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
BROXB-1,E_BROXB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
BRYBW-1,E_BRYBW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
BRYP-1,E_BRYP-1,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
BSPHM-1,,Primary BMU,OTHER,GAS,BMU,Generation Unit,Y,,
BTNHL-1,,Primary BMU,OTHER,GAS,BMU,Generation Unit,,,
BTUIW-1,,Primary BMU,WIND,WIND,EELPS,Generation Unit,Y,,
BTUIW-2,E_BTUIW-2,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
BTUIW-3,E_BTUIW-3,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
BURBW-1,E_BURBO,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
BURGH-1,E_BURGH-1,Primary BMU,OCGT,OCGT,BMU,Generation Unit,,,
BURWB-1,,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,Y,,
BURWB-2,,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
BURWB-3,E_BURWB-3,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
BURWS-1,T_BURWS-1,Primary BMU,OTHER,SOLAR,BMU,Generation Unit,Y,,
BUSTB-1,,Secondary BMU,OTHER,BATTERIES,BMU,Generation Unit,Y,,
BUXTB-1,,Additional Supplier BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
BYBRB-1,2__NCPPR001,Additional Supplier BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
CAIRW-1,2__PPGEN001,Primary BMU,WIND,WIND,EELPS,Generation Unit,Y,,
CAIRW-2,2__PSTAT001,Primary BMU,WIND,WIND,EELPS,Generation Unit,Y,,
CAMFB-1,2__MBPGM001,Additional Supplier BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
CAPNB-1,T_CAPNB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
CARR-1,T_CARR-1,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
CARR-2,T_CARR-2,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
CAS-BEU01,M_CAS-BEU01,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,Y,,
CAS-CLU01,M_CAS-CLU01,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,Y,,
CAS-CON01,M_CAS-CON01,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,Y,,
CAS-GAL01,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
CAS-GAR01,M_CAS-GAR01,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,Y,,
CASH-1,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
CASKD-1,T_CASKD-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
CAS-KIL01,M_CAS-KIL01,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,Y,,
CAS-MOR01,M_CAS-MOR01,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,Y,,
CASS-1,,Primary BMU,NPSHYD,NPSHYD,EELPS,Generation Unit,,,
CASS-2,,Primary BMU,NPSHYD,NPSHYD,EELPS,Generation Unit,,,
CATHB-1,E_CATHB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
CAUSW-1,,Primary BMU,WIND,WIND,EELPS,Generation Unit,Y,,
CDCL-1,T_CDCL-1,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
CDWTW-1,,Primary BMU,WIND,WIND,EELPS,Generation Unit,Y,,
CEAN-1,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
CEAN-2,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
CGTHW-1,T_CGTHW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
CHAPB-1,,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
CHDTG-1,V__GFORS003,Secondary BMU,OTHER,GAS,BMU,Generation Unit,,,
CHICK-1,E_CHICK-1,Primary BMU,OCGT,OCGT,BMU,Generation Unit,,,
CHTRY-1,,Primary BMU,OTHER,GAS,BMU,Generation Unit,Y,,
CLAC-1,E_CLAC-1,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,Y,,
CLACD-1,T_CLACD-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
CLAYB-1,,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
CLAYB-2,,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
CLDCW-1,T_CLDCW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
CLDNW-1,T_CLDNW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
CLDRW-1,E_CLDRW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
CLDSW-1,T_CLDSW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
CLFLW-1,E_CLFLW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
CLUN-1,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
CLUN-2,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
CLUN-3,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
CLVHS-1,T_CLVHS-1,Primary BMU,OTHER,SOLAR,BMU,Generation Unit,Y,,
CLVHS-2,T_CLVHS-2,Primary BMU,OTHER,SOLAR,BMU,Generation Unit,Y,,
CMSTW-1,2__PPGEN003,Primary BMU,WIND,WIND,EELPS,Generation Unit,Y,,
CMSTW-2,E_CMSTW-2,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
CNCLW-1,E_CNCLW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
CNCRW-1,,Primary BMU,WIND,WIND,BMU,Generation Unit,,,
CNQPS-1,T_CNQPS-1,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
CNQPS-2,T_CNQPS-2,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
CNQPS-3,T_CNQPS-3,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
CNQPS-4,T_CNQPS-4,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
COALB-1,T_COALB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
COALB-2,T_COALB-2,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
COALB-3,T_COALB-3,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
COALB-4,T_COALB-4,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
COALB-5,T_COALB-5,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
COALD-1,T_COALD-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
COCK-1,T_COCK-1,Primary BMU,COAL,COAL,BMU,Generation Unit,,,
COCK-2,T_COCK-2,Primary BMU,COAL,COAL,BMU,Generation Unit,,,
COCK-3,T_COCK-3,Primary BMU,COAL,COAL,BMU,Generation Unit,,,
COCK-4,T_COCK-4,Primary BMU,COAL,COAL,BMU,Generation Unit,,,
COCKD-1,T_COCKD-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
CONTB-1,,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,Y,,
CORB-1,E_CORB-1,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
CORY-1,,Primary BMU,CCGT,CCGT,NON-STANDARD,Generation Unit,Y,,
COSO-1,T_COSO-1,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
COTPS-1,T_COTPS-1,Primary BMU,COAL,COAL,BMU,Generation Unit,,,
COTPS-2,T_COTPS-2,Primary BMU,COAL,COAL,BMU,Generation Unit,,,
COTPS-4,T_COTPS-4,Primary BMU,COAL,COAL,BMU,Generation Unit,,,
COUWW-1,T_COUWW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
COVNB-1,,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
COWB-1,,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
COWE1,E_COWE1,Primary BMU,OCGT,OCGT,BMU,Generation Unit,Y,,
COWE2,E_COWE2,Primary BMU,OCGT,OCGT,BMU,Generation Unit,Y,,
COYLB-1,T_COYLB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
CRAGW-1,,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
CRDEW-1,T_CRDEW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
CRDEW-2,T_CRDEW-2,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
CREAW-1,T_CREAW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
CRGHW-1,T_CRGHW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
CRGTW-1,E_CRGTW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
CRMHW-1,,Primary BMU,WIND,WIND,EELPS,Generation Unit,Y,,
CRMLW-1,T_CRMLW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
CRMNW-1,,Primary BMU,WIND,WIND,EELPS,Generation Unit,Y,,
CROYD-2,E_CROYD-2,Primary BMU,OCGT,OCGT,BMU,Generation Unit,,,
CRSSB-1,E_CRSSB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
CRUA-1,T_CRUA-1,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,Y,,
CRUA-2,T_CRUA-2,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,Y,,
CRUA-3,T_CRUA-3,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,Y,,
CRUA-4,T_CRUA-4,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,Y,,
CRUAD-1,T_CRUAD-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
CRYRW-1,,Primary BMU,WIND,WIND,EELPS,Generation Unit,Y,,
CRYRW-2,T_CRYRW-2,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
CRYRW-3,T_CRYRW-3,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
CRYRW-4,T_CRYRW-4,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
CULL-1,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
CULL-2,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
CUMHW-1,T_CUMHW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
CUMHW-2,T_CUMHW-2,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
CUPAB-1,,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
CUXTB-1,E_CUXTB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
CWMD-1,E_CWMD-1,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
DALMB-1,E_DALMB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
DALQW-1,T_DALQW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
DALRD-1,T_DALRD-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
DALSW-1,E_DALSW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
DAMC-1,T_DAMC-1,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
DBAWO-1,T_DBAWO-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
DBAWO-2,T_DBAWO-2,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
DBAWO-3,T_DBAWO-3,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
DBAWO-4,T_DBAWO-4,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
DBAWO-5,T_DBAWO-5,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
DBBWO-1,T_DBBWO-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
DBBWO-2,T_DBBWO-2,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
DBBWO-3,T_DBBWO-3,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
DBBWO-4,T_DBBWO-4,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
DBBWO-5,T_DBBWO-5,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
DBESS-22,,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,,,
DBESSA-33,,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,,,
DBESSC-33,,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,,,
DBESSF-33,,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,,,
DBFRM-1,,Primary BMU,OTHER,GAS,BMU,Generation Unit,Y,,
DDGNO-1,T_DDGNO-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
DDGNO-2,T_DDGNO-2,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
DDGNO-3,T_DDGNO-3,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
DDGNO-4,T_DDGNO-4,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
DEAN-1,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
DEAN-2,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
DEAND-1,T_DEAND-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
DEEPS-1,T_DEEP-1,Primary BMU,CCGT,CCGT,BMU,Generation Unit,,,
DERBY-2,E_DERBY-1,Primary BMU,OCGT,OCGT,BMU,Generation Unit,,,
DERW-1,E_DERW-1,Primary BMU,CCGT,CCGT,BMU,Generation Unit,,,
DEUCW-1,,Primary BMU,WIND,WIND,EELPS,Generation Unit,Y,,
DIDC01G,E_DIDC1G,Primary BMU,OCGT,OCGT,BMU,Generation Unit,Y,,
DIDC02G,E_DIDC2G,Primary BMU,OCGT,OCGT,BMU,Generation Unit,Y,,
DIDC03G,E_DIDC3G,Primary BMU,OCGT,OCGT,BMU,Generation Unit,Y,,
DIDC04G,E_DIDC4G,Primary BMU,OCGT,OCGT,BMU,Generation Unit,Y,,
DIDC2G,T_DIDC2G,Primary BMU,OCGT,OCGT,BMU,Generation Unit,,,
DIDC3G,T_DIDC3G,Primary BMU,OCGT,OCGT,BMU,Generation Unit,,,
DIDC4G,T_DIDC4G,Primary BMU,OCGT,OCGT,BMU,Generation Unit,,,
DIDCB5,T_DIDCB5,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
DIDCB6,T_DIDCB6,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
DINO-1,T_DINO-1,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,Y,,
DINO-2,T_DINO-2,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,Y,,
DINO-3,T_DINO-3,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,Y,,
DINO-4,T_DINO-4,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,Y,,
DINO-5,T_DINO-5,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,Y,,
DINO-6,T_DINO-6,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,Y,,
DNBAR-1,2__NSMAE001,Primary BMU,BIOMASS,BIOMASS,EELPS,Generation Unit,Y,,
DNGB21,T_DNGB21,Primary BMU,NUCLEAR,NUCLEAR,BMU,Generation Unit,,,
DNGB22,T_DNGB22,Primary BMU,NUCLEAR,NUCLEAR,BMU,Generation Unit,,,
DNGBD-1,T_DNGB-D,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
DNLWW-1,T_DNLWW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
DOLLB-1,,Secondary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
DOREW-1,T_DOREW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
DOREW-2,T_DOREW-2,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
DOUGW-1,T_DOUGW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
DOWL-1,,Primary BMU,OTHER,GAS,BMU,Generation Unit,Y,,
DRAXD-1,E__MDRX001,Primary BMU,COAL,COAL,BMU,Demand Unit,,,
DRAXD-2,E__MDRX002,Primary BMU,COAL,COAL,BMU,Demand Unit,,,
DRAXX-1,,Primary BMU,BIOMASS,BIOMASS,BMU,Generation Unit,Y,,
DRAXX-10G,T_DRAXX-10G,Primary BMU,OCGT,OCGT,BMU,Generation Unit,Y,,
DRAXX-12G,T_DRAXX-12G,Primary BMU,OCGT,OCGT,BMU,Generation Unit,Y,,
DRAXX-2,T_DRAXX-2,Primary BMU,BIOMASS,BIOMASS,BMU,Generation Unit,Y,,
DRAXX-3,T_DRAXX-3,Primary BMU,BIOMASS,BIOMASS,BMU,Generation Unit,Y,,
DRAXX-4,T_DRAXX-4,Primary BMU,BIOMASS,BIOMASS,BMU,Generation Unit,Y,,
DRAXX-5,T_DRAXX-5,Primary BMU,COAL,COAL,BMU,Generation Unit,,,
DRAXX-6,T_DRAXX-6,Primary BMU,COAL,COAL,BMU,Generation Unit,,,
DRAXX-9G,T_DRAXX-9G,Primary BMU,OCGT,OCGT,BMU,Generation Unit,Y,,
DRDGW-1,,Primary BMU,WIND,WIND,EELPS,Generation Unit,Y,,
DRSLW-1,T_DRSLW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
DUMMW-1,,Primary BMU,WIND,WIND,EELPS,Generation Unit,Y,,
DUNGW-1,T_DUNGW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
DWEXW-1,T_DWEXW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
DYCEB-1,E_DYCEB-1,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,Y,,
EAAO-1,T_EAAO-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
EAAO-2,T_EAAO-2,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
EAD-BRTN1,I_EAD-BRTN1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Demand Unit,,,
EAD-ELEC1,I_EAD-ELEC1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
EAD-EWIC1,I_EAD-EWIC1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
EAD-FRAN1,I_EAD-FRAN1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Demand Unit,,,
EAD-GRNL1,I_EAD-GRN1,Primary BMU,INTGRNL,INTERCONNECTOR,BMU,Demand Unit,,,
EAD-IFA2,I_EAD-IFA2,Primary BMU,INTIFA2,INTERCONNECTOR,BMU,Demand Unit,,,
EAD-MOYL1,I_EAD-MOYL1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
EAD-NEMO1,I_EAD-NEMO1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
EAD-NSL1,I_EAD-NSL1,Primary BMU,INTNSL,INTERCONNECTOR,BMU,Demand Unit,,,
EAD-VKL1,I_EAG-VKL1,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Demand Unit,,,
EAG-BRTN1,I_EAG-BRTN1,Primary BMU,INTNED,INTERCONNECTOR,BMU,Generation Unit,,,
EAG-ELEC1,I_EAG-ELEC1,Primary BMU,OTHER,OTHER,NON-STANDARD,Generation Unit,,,
EAG-EWIC1,I_EAG-EWIC1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
EAG-FRAN1,I_EAG-FRAN1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
EAG-GRNL1,I_EAG-GRN1,Primary BMU,INTGRNL,INTERCONNECTOR,BMU,Generation Unit,,,
EAG-IFA2,I_EAG-IFA2,Primary BMU,INTIFA2,INTERCONNECTOR,BMU,Generation Unit,,,
EAG-MOYL1,I_EAG-MOYL1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
EAG-NEMO1,I_EAG-NEMO1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
EAG-NSL1,I_EAG-NSL1,Primary BMU,INTNSL,INTERCONNECTOR,BMU,Generation Unit,,,
